,influencer,title,author_x,subtitle,id_code,identifier_type,author_y,title_en,title_pt,isbn_pt,img_amz
17,Barack Obama,Asymmetry,Lisa Halliday,A Novel,1501166786,ISBN,Lisa Halliday,Asymmetry,,,https://m.media-amazon.com/images/I/41xlEM0COGL._SY346_.jpg
19,Barack Obama,How to Do Nothing,Jenny Odell,Resisting the Attention Economy,1612197493,ISBN,Jenny Odell,How to Do Nothing,Resista não faça nada,6589275017,https://images-na.ssl-images-amazon.com/images/I/61llvgxssiL.jpg
21,Barack Obama,"Girl, Woman, Other",Bernardine Evaristo,,241364906,ISBN,Bernardine Evaristo,"Girl, Woman, Other","Garota, mulher, outras",8535933816,"https://images-na.ssl-images-amazon.com/images/I/5116gXf34KL._SX331_BO1,204,203,200_.jpg"
23,Barack Obama,Factfulness,Hans Rosling,Ten Reasons We're Wrong About the World - and Why Things Are Better Than You Think,1250107814,ISBN,Hans Rosling,Factfulness,Factfulness: O hábito libertador de só ter opiniões baseadas em fatos,8501116521,https://m.media-amazon.com/images/I/41N4Jmdfc5L.jpg
24,Bill Gates,Factfulness,Hans Rosling,Ten Reasons We're Wrong About the World - and Why Things Are Better Than You Think,1250107814,ISBN,Hans Rosling,Factfulness,Factfulness: O hábito libertador de só ter opiniões baseadas em fatos,8501116521,https://m.media-amazon.com/images/I/41N4Jmdfc5L.jpg
27,Jordan Peterson,Factfulness,Hans Rosling,Ten Reasons We're Wrong About the World - and Why Things Are Better Than You Think,1250107814,ISBN,Hans Rosling,Factfulness,Factfulness: O hábito libertador de só ter opiniões baseadas em fatos,8501116521,https://m.media-amazon.com/images/I/41N4Jmdfc5L.jpg
28,Melinda Gates,Factfulness,Hans Rosling,Ten Reasons We're Wrong About the World - and Why Things Are Better Than You Think,1250107814,ISBN,Hans Rosling,Factfulness,Factfulness: O hábito libertador de só ter opiniões baseadas em fatos,8501116521,https://m.media-amazon.com/images/I/41N4Jmdfc5L.jpg
29,Barack Obama,Self Reliance,Ralph Waldo Emerson,,1545140855,ISBN,Ralph Waldo Emerson,Self Reliance,,,https://images-na.ssl-images-amazon.com/images/I/61rx+nNghpL.jpg
31,Barack Obama,All the Light We Cannot See,Anthony Doerr,A Novel,1501173219,ISBN,Anthony Doerr,All the Light We Cannot See,Toda Luz que não Podemos Ve,8580576970,"https://images-na.ssl-images-amazon.com/images/I/51fYzfOhdsL._SX346_BO1,204,203,200_.jpg"
33,Barack Obama,Florida,Lauren Groff,,1594634521,ISBN,Lauren Groff,Florida,Florida,1594634521,"https://images-na.ssl-images-amazon.com/images/I/51Y82I5ACdL._SX318_BO1,204,203,200_.jpg"
35,Barack Obama,The Broken Ladder,Keith Payne,"How Inequality Affects the Way We Think, Live, and Die",143128906,ISBN,Keith Payne,The Broken Ladder,,,https://m.media-amazon.com/images/I/41LJtd9eMNL.jpg
37,Barack Obama,Gilead,Marilynne Robinson,A Novel,031242440X,ISBN,Marilynne Robinson,Gilead,Gilead,8520918336,"https://images-na.ssl-images-amazon.com/images/I/41CVn05S75L._SX324_BO1,204,203,200_.jpg"
39,Barack Obama,Lab Girl,Hope Jahren,,1101873728,ISBN,Hope Jahren,Lab Girl,Lab Girl,859508033X,"https://images-na.ssl-images-amazon.com/images/I/51WDdoFoTML._SX339_BO1,204,203,200_.jpg"
41,Barack Obama,The Sixth Extinction,Elizabeth Kolbert,An Unnatural History,1250062187,ISBN,Elizabeth Kolbert,The Sixth Extinction,A sexta extinção,,https://m.media-amazon.com/images/I/51V8R0WqtyL.jpg
42,Bill Gates,The Sixth Extinction,Elizabeth Kolbert,An Unnatural History,1250062187,ISBN,Elizabeth Kolbert,The Sixth Extinction,A sexta extinção,,https://m.media-amazon.com/images/I/51V8R0WqtyL.jpg
45,Barack Obama,The Return,Hisham Matar,"Fathers, Sons and the Land in Between",812985087,ISBN,Hisham Matar,The Return,,,"https://images-na.ssl-images-amazon.com/images/I/51RfgItFYNL._SX322_BO1,204,203,200_.jpg"
47,Barack Obama,Evicted,Matthew Desmond,Poverty and Profit in the American City,553447459,ISBN,Matthew Desmond,Evicted,,,https://m.media-amazon.com/images/I/41-saaBKABL._SY346_.jpg
48,Bill Gates,Evicted,Matthew Desmond,Poverty and Profit in the American City,553447459,ISBN,Matthew Desmond,Evicted,,,https://m.media-amazon.com/images/I/41-saaBKABL._SY346_.jpg
51,Barack Obama,Dying,Cory Taylor,A Memoir,1941040705,ISBN,Cory Taylor,Dying,,,"https://images-na.ssl-images-amazon.com/images/I/51dyG5mNoaL._SX321_BO1,204,203,200_.jpg"
53,Barack Obama,Educated,Tara Westover,A Memoir,525589988,ISBN,Tara Westover,Educated,A menina da montanha,8532531223,"https://images-na.ssl-images-amazon.com/images/I/51xU-8rLw2L._SX347_BO1,204,203,200_.jpg"
54,Bill Gates,Educated,Tara Westover,A Memoir,525589988,ISBN,Tara Westover,Educated,A menina da montanha,8532531223,"https://images-na.ssl-images-amazon.com/images/I/51xU-8rLw2L._SX347_BO1,204,203,200_.jpg"
57,Melinda Gates,Educated,Tara Westover,A Memoir,525589988,ISBN,Tara Westover,Educated,A menina da montanha,8532531223,"https://images-na.ssl-images-amazon.com/images/I/51xU-8rLw2L._SX347_BO1,204,203,200_.jpg"
58,Michelle Obama,Educated,Tara Westover,A Memoir,525589988,ISBN,Tara Westover,Educated,A menina da montanha,8532531223,"https://images-na.ssl-images-amazon.com/images/I/51xU-8rLw2L._SX347_BO1,204,203,200_.jpg"
59,Barack Obama,The World as It Is,Ben Rhodes,A Memoir of the Obama White House,525509372,ISBN,Ben Rhodes,The World as It Is,,,https://m.media-amazon.com/images/I/51MZU9ok1fL.jpg
61,Barack Obama,The Moment of Lift,Melinda Gates,How Empowering Women Changes the World,1250313570,ISBN,Melinda Gates,The Moment of Lift,O momento de voar,8543107490,"https://images-na.ssl-images-amazon.com/images/I/41T0x5lvUnL._SX346_BO1,204,203,200_.jpg"
62,Bill Gates,The Moment of Lift,Melinda Gates,How Empowering Women Changes the World,1250313570,ISBN,Melinda Gates,The Moment of Lift,O momento de voar,8543107490,"https://images-na.ssl-images-amazon.com/images/I/41T0x5lvUnL._SX346_BO1,204,203,200_.jpg"
65,Warren Buffett,The Moment of Lift,Melinda Gates,How Empowering Women Changes the World,1250313570,ISBN,Melinda Gates,The Moment of Lift,O momento de voar,8543107490,"https://images-na.ssl-images-amazon.com/images/I/41T0x5lvUnL._SX346_BO1,204,203,200_.jpg"
66,Barack Obama,An American Marriage,Tayari Jones,A Novel,1616208686,ISBN,Tayari Jones,An American Marriage,Um casamento americano,8580419468,"https://images-na.ssl-images-amazon.com/images/I/51ud+KPcKeL._SX345_BO1,204,203,200_.jpg"
67,Bill Gates,An American Marriage,Tayari Jones,A Novel,1616208686,ISBN,Tayari Jones,An American Marriage,Um casamento americano,8580419468,"https://images-na.ssl-images-amazon.com/images/I/51ud+KPcKeL._SX345_BO1,204,203,200_.jpg"
70,Oprah Winfrey,An American Marriage,Tayari Jones,A Novel,1616208686,ISBN,Tayari Jones,An American Marriage,Um casamento americano,8580419468,"https://images-na.ssl-images-amazon.com/images/I/51ud+KPcKeL._SX345_BO1,204,203,200_.jpg"
71,Michelle Obama,An American Marriage,Tayari Jones,A Novel,1616208686,ISBN,Tayari Jones,An American Marriage,Um casamento americano,8580419468,"https://images-na.ssl-images-amazon.com/images/I/51ud+KPcKeL._SX345_BO1,204,203,200_.jpg"
72,Barack Obama,American Spy,Lauren Wilkinson,A Novel,812998952,ISBN,Lauren Wilkinson,American Spy,,,https://m.media-amazon.com/images/I/41RQWF6PjkL.jpg
74,Barack Obama,Tough Love,Susan Rice,My Story of the Things Worth Fighting For,1501189972,ISBN,Susan Rice,Tough Love,,,https://m.media-amazon.com/images/I/413H9ILBD1L._SY346_.jpg
76,Barack Obama,The Shallows,Nicholas Carr,What the Internet Is Doing to Our Brains,393339750,ISBN,Nicholas Carr,The Shallows,Geração Superficial,8522010056,"https://images-na.ssl-images-amazon.com/images/I/41pWGU55hcL._SX324_BO1,204,203,200_.jpg"
78,Barack Obama,A Grain of Wheat,Ngugi wa Thiong'o,,143106767,ISBN,Ngugi wa Thiong'o,A Grain of Wheat,Um grão de trigo,8579624061,https://images-na.ssl-images-amazon.com/images/I/71yIcaPw1GL.jpg
80,Barack Obama,Basketball,Shea Serrano,"A Collection of Questions Asked, Answered, Illustrated",1419726471,ISBN,Shea Serrano,Basketball,,,"https://images-na.ssl-images-amazon.com/images/I/51nSt8BaR6L._SX418_BO1,204,203,200_.jpg"
82,Barack Obama,The Girl on the Train,Paula Hawkins,,1594633665,ISBN,Paula Hawkins,The Girl on the Train,A garota no trem,850107568X,https://images-na.ssl-images-amazon.com/images/I/A1veR5tElLL.jpg
84,Jennifer Aniston,The Girl on the Train,Paula Hawkins,,1594633665,ISBN,Paula Hawkins,The Girl on the Train,A garota no trem,850107568X,https://images-na.ssl-images-amazon.com/images/I/A1veR5tElLL.jpg
85,Barack Obama,The Source of Self-Regard,Toni Morrison,"Selected Essays, Speeches, and Meditations",525562796,ISBN,Toni Morrison,The Source of Self-Regard,A origem dos outros,8535932852,"https://images-na.ssl-images-amazon.com/images/I/41zsfucRESL._SX341_BO1,204,203,200_.jpg"
87,Barack Obama,Abraham Lincoln,Abraham Lincoln,Selected Speeches and Writings,1598530534,ISBN,Doris Kearns Goodwin,Abraham Lincoln,Lincoln,8501401358,"https://images-na.ssl-images-amazon.com/images/I/41Eiow8+2GL._SX335_BO1,204,203,200_.jpg"
89,Barack Obama,The Education of an Idealist,Samantha Power,A Memoir,62820699,ISBN,Samantha Power,The Education of an Idealist,A educação de uma idealista,6559210189,"https://images-na.ssl-images-amazon.com/images/I/51NIqvYsozL._SX346_BO1,204,203,200_.jpg"
91,Barack Obama,The Largesse of the Sea Maiden,Denis Johnson,Stories,812988655,ISBN,Denis Johnson,The Largesse of the Sea Maiden,,,https://m.media-amazon.com/images/I/41FS29LLn6L._SY346_.jpg
93,Barack Obama,Trust Exercise,Susan Choi,A Novel,1250309883,ISBN,Susan Choi,Trust Exercise,,,https://m.media-amazon.com/images/I/51h6Ovl0IRL._SY346_.jpg
95,Barack Obama,Seveneves,Neal Stephenson,A Novel,62334514,ISBN,Neal Stephenson,Seveneves,,,https://m.media-amazon.com/images/I/813ftnF4nyL._AC_UY436_FMwebp_QL65_.jpg
96,Bill Gates,Seveneves,Neal Stephenson,A Novel,62334514,ISBN,Neal Stephenson,Seveneves,,,https://m.media-amazon.com/images/I/813ftnF4nyL._AC_UY436_FMwebp_QL65_.jpg
99,Adam Savage,Seveneves,Neal Stephenson,A Novel,62334514,ISBN,Neal Stephenson,Seveneves,,,https://m.media-amazon.com/images/I/813ftnF4nyL._AC_UY436_FMwebp_QL65_.jpg
100,Barack Obama,How to Read the Air,Dinaw Mengestu,,679763880,ISBN,Dinaw Mengestu,How to Read the Air,Uma Perturbação no Ar,858066084X,https://images-na.ssl-images-amazon.com/images/I/61GcyDvlGHL.jpg
102,Barack Obama,Long Walk to Freedom,Nelson Mandela,The Autobiography of Nelson Mandela,316323543,ISBN,Nelson Mandela,Long Walk to Freedom,Nelson Mandela: longa caminhada até a liberdade,6555200731,"https://images-na.ssl-images-amazon.com/images/I/51qTB62NtgL._SX342_BO1,204,203,200_.jpg"
104,Richard Branson,Long Walk to Freedom,Nelson Mandela,The Autobiography of Nelson Mandela,316323543,ISBN,Nelson Mandela,Long Walk to Freedom,Nelson Mandela: longa caminhada até a liberdade,6555200731,"https://images-na.ssl-images-amazon.com/images/I/51qTB62NtgL._SX342_BO1,204,203,200_.jpg"
105,Barack Obama,"Immigrant, Montana",Amitava Kumar,A Novel,525436677,ISBN,Amitava Kumar,"Immigrant, Montana",,571339603,"https://images-na.ssl-images-amazon.com/images/I/51c7H0XYNyL._SX374_BO1,204,203,200_.jpg"
107,Barack Obama,Frederick Douglass,David W. Blight,Prophet of Freedom,1416590323,ISBN,David W. Blight,Frederick Douglass,,,https://images-na.ssl-images-amazon.com/images/I/810ygjggs-L.jpg
109,Barack Obama,Becoming,Michelle Obama,,1524763136,ISBN,Michelle Obama,Becoming,Minha História,854700064X,"https://images-na.ssl-images-amazon.com/images/I/41Y8gd6ISeL._SX346_BO1,204,203,200_.jpg"
110,Selena Gomez,Becoming,Michelle Obama,,1524763136,ISBN,Michelle Obama,Becoming,Minha História,854700064X,"https://images-na.ssl-images-amazon.com/images/I/41Y8gd6ISeL._SX346_BO1,204,203,200_.jpg"
113,Oprah Winfrey,Becoming,Michelle Obama,,1524763136,ISBN,Michelle Obama,Becoming,Minha História,854700064X,"https://images-na.ssl-images-amazon.com/images/I/41Y8gd6ISeL._SX346_BO1,204,203,200_.jpg"
114,Barack Obama,There There,Tommy Orange,A Novel,525436146,ISBN,Tommy Orange,There There,Lá não existe lá,8532531113,"https://images-na.ssl-images-amazon.com/images/I/416JL6fD9rL._SX331_BO1,204,203,200_.jpg"
116,Barack Obama,Feel Free,Zadie Smith,Essays,014311025X,ISBN,Zadie Smith,Feel Free,,,https://images-na.ssl-images-amazon.com/images/I/91a8WfYPUtL.jpg
118,Barack Obama,Trick Mirror,Jia Tolentino,Reflections on Self-Delusion,525510540,ISBN,Jia Tolentino,Trick Mirror,Falso Espelho,6551140130,https://images-na.ssl-images-amazon.com/images/I/71hOHqFcxCL.jpg
120,Barack Obama,The Power,Naomi Alderman,,316547603,ISBN,Naomi Alderman,The Power,O poder,6555352884,"https://images-na.ssl-images-amazon.com/images/I/51k9LnmWo0L._SX340_BO1,204,203,200_.jpg"
122,Barack Obama,Washington Black,Esi Edugyan,A Novel,525563245,ISBN,Esi Edugyan,Washington Black,,,https://m.media-amazon.com/images/I/51a42ik1xhL._SY346_.jpg
124,Barack Obama,Americanah,Chimamanda Ngozi Adichie,,307455920,ISBN,Chimamanda Ngozi Adichie,Americanah,Americanah,8535924736,"https://images-na.ssl-images-amazon.com/images/I/512aXvOpXgL._SX346_BO1,204,203,200_.jpg"
126,Barack Obama,The Oxford Shakespeare,William Shakespeare,The Complete Works,199267170,ISBN,William Shakespeare,The Oxford Shakespeare,William Shakespeare: Teatro Completo,8521001142,https://images-na.ssl-images-amazon.com/images/I/41JEmk6n9ZL.jpg
128,Barack Obama,The Lowland,Jhumpa Lahiri,,307278263,ISBN,Jhumpa Lahiri,The Lowland,Aguapés,8525056669,https://images-na.ssl-images-amazon.com/images/I/A14v8o4XC+L.jpg
130,Barack Obama,H Is for Hawk,Helen Macdonald,,802124739,ISBN,Helen Macdonald,H Is for Hawk,F de Falcão,8580578140,"https://images-na.ssl-images-amazon.com/images/I/51e+5ysjrZL._SX345_BO1,204,203,200_.jpg"
132,Barack Obama,Exit West,Mohsin Hamid,A Novel,735212201,ISBN,Mohsin Hamid,Exit West,Passagem para o Ocidente,8535930884,"https://images-na.ssl-images-amazon.com/images/I/51WPHBkQQ2L._SX327_BO1,204,203,200_.jpg"
134,Michelle Obama,Exit West,Mohsin Hamid,A Novel,735212201,ISBN,Mohsin Hamid,Exit West,Passagem para o Ocidente,8535930884,"https://images-na.ssl-images-amazon.com/images/I/51WPHBkQQ2L._SX327_BO1,204,203,200_.jpg"
135,Barack Obama,Anything Is Possible,Elizabeth Strout,A Novel,812989414,ISBN,Elizabeth Strout,Anything Is Possible,,,https://m.media-amazon.com/images/I/517KJN4pksL.jpg
137,Barack Obama,The Anarchy,William Dalrymple,"The East India Company, Corporate Violence, and the Pillage of an Empire",1635573955,ISBN,William Dalrymple,The Anarchy,,,https://m.media-amazon.com/images/I/51NbwXPODIL._SX35_.jpg
139,Barack Obama,The Heartbeat of Wounded Knee,David Treuer,Native America from 1890 to the Present,399573194,ISBN,David Treuer,The Heartbeat of Wounded Knee,,,https://m.media-amazon.com/images/I/41Urr-JGJvL._SY346_.jpg
141,Barack Obama,Moby Dick,Herman Melville,,486432157,ISBN,Herman Melville,Moby Dick,Moby Dick,8573267380,"https://images-na.ssl-images-amazon.com/images/I/51q8KhlSkFL._SX348_BO1,204,203,200_.jpg"
143,Steve Jobs,Moby Dick,Herman Melville,,486432157,ISBN,Herman Melville,Moby Dick,Moby Dick,8573267380,"https://images-na.ssl-images-amazon.com/images/I/51q8KhlSkFL._SX348_BO1,204,203,200_.jpg"
144,PewDiePie,Moby Dick,Herman Melville,,486432157,ISBN,Herman Melville,Moby Dick,Moby Dick,8573267380,"https://images-na.ssl-images-amazon.com/images/I/51q8KhlSkFL._SX348_BO1,204,203,200_.jpg"
145,Barack Obama,Between the World and Me,Ta-Nehisi Coates,,1925240703,ISBN,Ta-Nehisi Coates,Between the World and Me,Entre o mundo e eu,8539007207,"https://images-na.ssl-images-amazon.com/images/I/51S1ZdzzTRL._SX331_BO1,204,203,200_.jpg"
147,Jack Dorsey,Between the World and Me,Ta-Nehisi Coates,,1925240703,ISBN,Ta-Nehisi Coates,Between the World and Me,Entre o mundo e eu,8539007207,"https://images-na.ssl-images-amazon.com/images/I/51S1ZdzzTRL._SX331_BO1,204,203,200_.jpg"
148,Barack Obama,The Warmth of Other Suns,Isabel Wilkerson,The Epic Story of America's Great Migration,1594485399,ISBN,Isabel Wilkerson,The Warmth of Other Suns,,,https://m.media-amazon.com/images/I/61OiKJjG+FL._SY346_.jpg
150,Barack Obama,The Sixth Man,Andre Iguodala,A Memoir,525533982,ISBN,Andre Iguodala,The Sixth Man,,525533982,"https://images-na.ssl-images-amazon.com/images/I/51dU43HLrTL._SX329_BO1,204,203,200_.jpg"
152,Barack Obama,A House for Mr. Biswas,V. S. Naipaul,A Novel,375707166,ISBN,V. S. Naipaul,A House for Mr. Biswas,Uma casa para o sr. Biswas,8535916849,"https://images-na.ssl-images-amazon.com/images/I/51kOGyHemzL._SX346_BO1,204,203,200_.jpg"
154,Barack Obama,The Shadow of Sirius,W.S. Merwin,,1556593104,ISBN,W.S. Merwin,The Shadow of Sirius,,,"https://images-na.ssl-images-amazon.com/images/I/310SyYb-0TL._SX336_BO1,204,203,200_.jpg"
156,Barack Obama,Inland,TÃ©a Obreht,A Novel,812992865,ISBN,Tea Obreht,Inland,,,https://m.media-amazon.com/images/I/41FbNEUPgsL.jpg
158,Barack Obama,The Yellow House,Sarah M. Broom,A Memoir (2019 National Book Award Winner),802125085,ISBN,Sarah M. Broom,The Yellow House,,,https://m.media-amazon.com/images/I/51UzlPNW5WL._SY346_.jpg
160,Barack Obama,Maid,Stephanie Land,"Hard Work, Low Pay, and a Mother's Will to Survive",316505099,ISBN,Stephanie Land,Maid,Superação,8550810568,"https://images-na.ssl-images-amazon.com/images/I/51fcnkCn9uL._SX339_BO1,204,203,200_.jpg"
162,Barack Obama,Arthur Ashe,Raymond Arsenault,A Life,1439189056,ISBN,Raymond Arsenault,Arthur Ashe,,,https://images-na.ssl-images-amazon.com/images/I/71oKCBNDPlL.jpg
164,Barack Obama,Barbarian Days,William Finnegan,A Surfing Life,143109391,ISBN,William Finnegan,Barbarian Days,Dias Bárbaros,8551001477,https://images-na.ssl-images-amazon.com/images/I/61OQZixoHoL.jpg
166,Barack Obama,Janesville,Amy Goldstein,An American Story,1501102265,ISBN,Amy Goldstein,Janesville,,,https://m.media-amazon.com/images/I/51rHdZFLX5L.jpg
168,Barack Obama,Futureface,Alex Wagner,"A Family Mystery, an Epic Quest, and the Secret to Belonging",812987500,ISBN,Alex Wagner,Futureface,,812987500,https://d188rgcu4zozwl.cloudfront.net/content/B01MR40T3V/resources/577566302
170,Barack Obama,American Prison,Shane Bauer,A Reporter's Undercover Journey into the Business of Punishment,735223602,ISBN,Shane Bauer,American Prison,,,https://m.media-amazon.com/images/I/51kNyo1SswL._SY346_.jpg
172,Barack Obama,Wolf Hall,Hilary Mantel,,312429983,ISBN,Hilary Mantel,Wolf Hall,Wolf Hall,6556920592,"https://images-na.ssl-images-amazon.com/images/I/51q7pyeJRfL._SX343_BO1,204,203,200_.jpg"
174,Barack Obama,The Nickel Boys,Colson Whitehead,A Novel,385537077,ISBN,Colson Whitehead,The Nickel Boys,O reformatório Nickel,8595085498,"https://images-na.ssl-images-amazon.com/images/I/41A363cOViL._SX324_BO1,204,203,200_.jpg"
176,Barack Obama,A Different Way to Win,Jim Rooney,Dan Rooney's Story from the Super Bowl to the Rooney Rule,1733404910,ISBN,Jim Rooney,A Different Way to Win,,,"https://images-na.ssl-images-amazon.com/images/I/41dP+vX2FuL._SY344_BO1,204,203,200_.jpg"
178,Barack Obama,Parting the Waters,Taylor Branch,America in the King Years 1954-63,671687425,ISBN,Taylor Branch,Parting the Waters,,,"https://images-na.ssl-images-amazon.com/images/I/51KZAc0yQUL._SX329_BO1,204,203,200_.jpg"
180,Barack Obama,Coach Wooden and Me,Kareem Abdul-Jabbar,Our 50-Year Friendship On and Off the Court,1455542261,ISBN,Kareem Abdul-Jabbar,Coach Wooden and Me,,,"https://images-na.ssl-images-amazon.com/images/I/51vmajPLtEL._SX329_BO1,204,203,200_.jpg"
182,Barack Obama,We Live in Water,Jess Walter,Stories,61926620,ISBN,Jess Walter,We Live in Water,,,https://m.media-amazon.com/images/I/414gtHxT5kL.jpg
184,Barack Obama,Lot,Bryan Washington,Stories,525533672,ISBN,Bryan Washington,Lot,,,https://images-na.ssl-images-amazon.com/images/I/91+JIvN-JiL.jpg
186,Barack Obama,Lost Children Archive,Valeria Luiselli,A novel,525436464,ISBN,Valeria Luiselli,Lost Children Archive,,,"https://images-na.ssl-images-amazon.com/images/I/514ngXX+nrL._SY344_BO1,204,203,200_.jpg"
188,Barack Obama,Five-Carat Soul,James McBride,,735216703,ISBN,James McBride,Five-Carat Soul,,,https://images-na.ssl-images-amazon.com/images/I/91rkZ-rMmYL.jpg
190,Barack Obama,The Orphan Master's Son,Adam Johnson,A Novel (Pulitzer Prize for Fiction),812982622,ISBN,Adam Johnson,The Orphan Master's Son,,812982622,https://m.media-amazon.com/images/I/51Lpftxg2hL.jpg
192,Barack Obama,Finding My Voice,Valerie Jarrett,My Journey to the West Wing and the Path Forward,525558136,ISBN,Valerie Jarrett,Finding My Voice,,,https://m.media-amazon.com/images/I/41nN8kcWObL._SY346_.jpg
194,Barack Obama,Say Nothing,Patrick Radden Keefe,A True Story of Murder and Memory in Northern Ireland,307279286,ISBN,Patrick Radden Keefe,Say Nothing,,,https://m.media-amazon.com/images/I/51oYlpGb3rL._SY346_.jpg
196,Barack Obama,The New Geography of Jobs,Enrico Moretti,,544028058,ISBN,Enrico Moretti,The New Geography of Jobs,,,https://m.media-amazon.com/images/I/51RuZLF-0dL._SY346_.jpg
198,Barack Obama,Washington,Ron Chernow,A Life,143119966,ISBN,Ron Chernow,Washington,,,"https://images-na.ssl-images-amazon.com/images/I/51yyVN2eBIL._SX322_BO1,204,203,200_.jpg"
200,Barack Obama,"Sing, Unburied, Sing",Jesmyn Ward,A Novel,1501126075,ISBN,Jesmyn Ward,"Sing, Unburied, Sing",,,https://images-na.ssl-images-amazon.com/images/I/71uocs4RfJL.jpg
202,Barack Obama,Grant,Ron Chernow,,143110632,ISBN,Ron Chernow,Grant,,,"https://images-na.ssl-images-amazon.com/images/I/51QjQQuYcmL._SX327_BO1,204,203,200_.jpg"
204,Barack Obama,Furious Hours,Casey Cep,"Murder, Fraud and the Last Trial of Harper Lee",1785150731,ISBN,Casey Cep,Furious Hours,,,"https://images-na.ssl-images-amazon.com/images/I/51gR-IoYNLL._SX323_BO1,204,203,200_.jpg"
206,Barack Obama,Heartland,Sarah Smarsh,A Memoir of Working Hard and Being Broke in the Richest Country on Earth,1501133101,ISBN,Sarah Smarsh,Heartland,,,"https://images-na.ssl-images-amazon.com/images/I/5138lba15vL._SX326_BO1,204,203,200_.jpg"
208,Melinda Gates,Heartland,Sarah Smarsh,A Memoir of Working Hard and Being Broke in the Richest Country on Earth,1501133101,ISBN,Sarah Smarsh,Heartland,,,"https://images-na.ssl-images-amazon.com/images/I/5138lba15vL._SX326_BO1,204,203,200_.jpg"
209,Barack Obama,Solitary,Albert Woodfox,,802148301,ISBN,Albert Woodfox,Solitary,,,https://m.media-amazon.com/images/I/417FeQ9ZxFL.jpg
211,Barack Obama,In the Shadow of Statues,Mitch Landrieu,A White Southerner Confronts History,525559469,ISBN,Mitch Landrieu,In the Shadow of Statues,,,"https://images-na.ssl-images-amazon.com/images/I/41VCsCRsmZL._SX325_BO1,204,203,200_.jpg"
213,Bill Gates,Army of None,Paul Scharre,Autonomous Weapons and the Future of War,393608980,ISBN,Paul Scharre,Army of None,,,https://m.media-amazon.com/images/I/516lMO16atL._SY346_.jpg
215,Bill Gates,The Checklist Manifesto,Atul Gawande,How to Get Things Right,312430000,ISBN,Atul Gawande,The Checklist Manifesto,Checklist,8575426664,"https://images-na.ssl-images-amazon.com/images/I/41QXEma8IhL._SX330_BO1,204,203,200_.jpg"
217,Tim Ferriss,The Checklist Manifesto,Atul Gawande,How to Get Things Right,312430000,ISBN,Atul Gawande,The Checklist Manifesto,Checklist,8575426664,"https://images-na.ssl-images-amazon.com/images/I/41QXEma8IhL._SX330_BO1,204,203,200_.jpg"
218,Malcolm Gladwell,The Checklist Manifesto,Atul Gawande,How to Get Things Right,312430000,ISBN,Atul Gawande,The Checklist Manifesto,Checklist,8575426664,"https://images-na.ssl-images-amazon.com/images/I/41QXEma8IhL._SX330_BO1,204,203,200_.jpg"
219,Jack Dorsey,The Checklist Manifesto,Atul Gawande,How to Get Things Right,312430000,ISBN,Atul Gawande,The Checklist Manifesto,Checklist,8575426664,"https://images-na.ssl-images-amazon.com/images/I/41QXEma8IhL._SX330_BO1,204,203,200_.jpg"
220,Bill Gates,Enlightenment Now,Steven Pinker,"The Case for Reason, Science, Humanism, and Progress",525427570,ISBN,Steven Pinker,Enlightenment Now,O novo Iluminismo,88535931440,"https://images-na.ssl-images-amazon.com/images/I/51vPP7e315L._SX346_BO1,204,203,200_.jpg"
222,Jordan Peterson,Enlightenment Now,Steven Pinker,"The Case for Reason, Science, Humanism, and Progress",525427570,ISBN,Steven Pinker,Enlightenment Now,O novo Iluminismo,88535931440,"https://images-na.ssl-images-amazon.com/images/I/51vPP7e315L._SX346_BO1,204,203,200_.jpg"
223,Sam Harris,Enlightenment Now,Steven Pinker,"The Case for Reason, Science, Humanism, and Progress",525427570,ISBN,Steven Pinker,Enlightenment Now,O novo Iluminismo,88535931440,"https://images-na.ssl-images-amazon.com/images/I/51vPP7e315L._SX346_BO1,204,203,200_.jpg"
224,Yuval Noah Harari,Enlightenment Now,Steven Pinker,"The Case for Reason, Science, Humanism, and Progress",525427570,ISBN,Steven Pinker,Enlightenment Now,O novo Iluminismo,88535931440,"https://images-na.ssl-images-amazon.com/images/I/51vPP7e315L._SX346_BO1,204,203,200_.jpg"
225,Bill Gates,How Not to Be Wrong,Jordan Ellenberg,The Power of Mathematical Thinking,143127535,ISBN,Jordan Ellenberg,How Not to Be Wrong,Como Não Errar O poder do pensamento matemático no dia a dia,9897542531,"https://images-na.ssl-images-amazon.com/images/I/41PSqTUzdmL._SX328_BO1,204,203,200_.jpg"
227,Bill Gates,Principles,Ray Dalio,Life and Work,1501124021,ISBN,Ray Dalio,Principles,Princípios,8551003429,"https://images-na.ssl-images-amazon.com/images/I/41JN3eVnBUL._SX306_BO1,204,203,200_.jpg"
229,Tim Ferriss,Principles,Ray Dalio,Life and Work,1501124021,ISBN,Ray Dalio,Principles,Princípios,8551003429,"https://images-na.ssl-images-amazon.com/images/I/41JN3eVnBUL._SX306_BO1,204,203,200_.jpg"
230,Jack Dorsey,Principles,Ray Dalio,Life and Work,1501124021,ISBN,Ray Dalio,Principles,Princípios,8551003429,"https://images-na.ssl-images-amazon.com/images/I/41JN3eVnBUL._SX306_BO1,204,203,200_.jpg"
